event_id,event,timestamp,latitude,longitude
676a9e50-14b1-4761-bfa0-69ae4d4f9673,impression,1672578364,53.928281,-2.995
25dbb0d5-fcfe-4309-8131-c577dab35422,impression,1673069529,53.233343,-1.408
aba4d2e7-eb19-4058-8197-1d13b1f2aef6,impression,1672931568,51.63473,-0.133
0b56fe32-5f66-4572-8464-d2f4eab2b5e2,impression,1673199359,54.768,-6.252
c5fee807-86a4-4e99-a7e4-f034385953b8,impression,1672851494,55.962784,-3.315
6c88aa95-23dc-4c8b-a56f-1b7895e5b04e,impression,1672979574,54.019461,-0.582
eb1f2d5b-f3d8-4bcd-85df-24ba4547c70f,impression,1673250914,53.952822,-1.135
559077c3-7f9f-4574-ad91-76a0dacc07c8,impression,1673908400,51.475417,-0.147
cf71dea3-b64d-498b-967b-2bc6bb8d228c,impression,1672848305,53.307267,-3.365
16984a7e-5d3e-4b65-a2c5-7046dfe05617,impression,1674819405,53.864,-3.008
08850417-cbd7-4128-9054-62f4ceb63328,impression,1673623388,51.72953,-2.963
a1ef2698-55dd-4d7d-b9a0-8d18ff7b5c61,impression,1673307695,51.49,-2.679
6e0a5ba3-acb3-444d-9a87-5007baa36365,impression,1674949670,52.77817,-2.11
27a40095-f193-4880-9ef6-e64bd724151e,impression,1674428675,51.415517,-3.258
7bd3791e-bd1d-41c3-87dd-a80cb30ecd47,impression,1673893619,53.49,-1.163
819e308c-4a7b-408c-ad3f-07d778e9cbb0,impression,1674559699,51.4234,-0.679
96e8dfed-8d6f-4018-82c3-fe60027525fa,impression,1673047617,56.077,-3.449
b1340fdc-d286-4bf4-aa66-319422ccd401,impression,1674738726,52.839,-1.17
dc099612-d4d3-4977-a67e-41d4115b2452,impression,1672703654,52.735272,-1.639
116461af-8865-4b2c-8e84-41516c3685c1,impression,1675078086,51.9107,-2.111
f4bfef17-2f59-438f-af24-3922ae1842f2,impression,1674634133,51.463,0.054
94f7be01-3771-4e56-9824-29d99a25f637,impression,1673597124,51.409,-0.09
fa033706-a1b8-4df1-84ae-14518bfe28d1,impression,1673562701,52.381,-1.746
bf675cc6-bfc7-4448-a636-9c1aa1bf8dd5,impression,1675089312,54.992006,-1.534
ecfbd35d-1626-4a42-8738-f3a452c6de03,impression,1674381391,51.492989,-0.196
4d256e57-5a4a-4cb7-b65d-7ec9a2355b55,impression,1674134853,52.6132,-2.497
89a54f33-ab7c-4cf8-a8d4-4a612d8c83bd,impression,1673807035,52.281506,-3.853
3d427bb6-eef1-4d1a-b40d-63f9022780b6,impression,1674906178,53.521272,-2.351
5d618aeb-8dd0-43a1-be52-2e0adee05cb6,impression,1673750526,52.464547,0.5461
4b0d0bc8-fbb1-4f51-8846-052027bb9ef1,impression,1675031935,51.380609,-2.352
f81a3249-43e6-4570-ab6d-e2b2f4d6776e,impression,1673191571,52.024,-0.67
7439907c-e89a-44a6-adb2-3135fc781419,impression,1673796358,53.56161,-0.63
f6f4bf4b-0579-4872-8953-c1af94d659d3,impression,1674351174,54.944027,-1.43
92414b97-9cd4-47f8-a996-ac5355cad17a,impression,1673222403,51.015225,-4.212
94e50183-e9cc-4a2f-bf0c-b043f7694c57,impression,1674980269,53.331139,-1.538
e4902362-5097-4721-908d-f36848015580,impression,1672652326,52.69014,-1.53
5de983fd-1e8e-4fd1-a52f-57f4e49832fa,impression,1675053250,53.648556,-1.928
83a9f6ab-72fe-46fb-a999-ff05c465ae4e,impression,1674148104,51.834025,-1.493
f6aeccc0-3cea-4b30-88e2-1d7fa574bff6,impression,1674015948,51.663681,-0.398
1ac75b8f-4897-49e3-87d9-395c10c9e294,impression,1673521262,51.616352,-1.785
eb9f8978-658f-428c-867c-56541b15d3af,impression,1674281805,53.388101,-3.1
e002e3a5-1db4-460e-9b15-10f89f50c232,impression,1673717214,53.852215,-2.179
eedb21a7-2711-42bd-a4e0-527ed007812b,impression,1672629647,53.357496,-1.411
0434a524-d399-4e3a-9541-363c18319626,impression,1673541964,54.399743,-1.308
96b45d4b-3733-4cf8-b6d3-74e8ac0acf1a,impression,1673683857,52.5616,-0.253
c53b1937-53fa-4e09-b44f-348c9b3843d4,impression,1674555851,54.116128,-2.391
a271e9a4-457a-4e29-b224-6c25dcd70e64,impression,1675034485,53.407075,-2.844
1302dc1b-483e-45f4-b7d0-0c84aed01040,impression,1672681298,53.5596,-2.651
5a3eb498-f0db-4504-9b53-bfb4377d73dc,impression,1673214858,51.172549,0.3813
20d53fc3-a247-4178-8f97-cd34762ea001,impression,1674221360,52.762644,0.3516
045bc16b-728b-4302-a434-30decf004ce0,impression,1674166300,55.620309,-4.638
ba98fca6-6a40-42a4-843b-deea8ed3601a,impression,1672744815,51.922,-0.643
606cef62-5ec1-42b0-b041-0032cd0d43c9,impression,1674723991,51.645927,-0.042
40f39425-95c5-41eb-adf5-4ba2ea1336ca,impression,1672795219,54.531082,-1.047
3776fed5-83f7-4e7f-9c34-c03e469389ae,impression,1672792405,53.421771,-1.202
0ea81be6-759a-4c1a-8bab-c847a48efd93,impression,1672642912,51.0,-1.0
6eae4d28-4ba0-4d55-ab2d-33988f2a6e79,impression,1673037288,52.3798,-1.25
f9a99cb9-f015-4b62-b300-1111665a8994,impression,1672709499,51.467233,-0.141
b2c3b43e-439a-4287-b9b0-35f29665f13d,impression,1674433991,50.942087,-3.91
4f3c9809-a20d-4c05-91c7-62e99e5c58be,impression,1673620688,52.415465,-2.155
5a2541e8-fd90-4158-bf22-d4a118fe49cf,impression,1673099079,51.929238,1.2638
77024635-34a8-4985-b6c4-467fe19153c0,impression,1674086331,50.94965,-2.629
f13dd728-7de0-464a-90d8-b976b9313f77,impression,1673861266,53.822815,-2.671
c8dd1ead-7298-4569-837a-40fb36a9b2bb,impression,1673084818,51.124461,-0.745
292d6fa8-fe64-4cce-8195-bb979ffc01cf,impression,1674601408,53.684287,-2.689
b374caa3-03e7-4c00-b2c5-008ccfe4e2c9,impression,1673888341,51.5108,-3.199
c2dadd1d-560d-4611-9881-6fa4122d8979,impression,1672992292,53.918766,-2.195
e4977f9d-af73-4655-ae4b-f8e2322e2b93,impression,1674895139,50.965138,-1.31
83ae66b2-a58a-4a87-bd92-ee50602c222b,impression,1675078785,53.2942,-3.762
45e6e393-339b-4fd4-b49f-40845d8ce08b,impression,1674343575,50.6539,-1.156
11c48012-2205-40ab-9ecd-83ef65945670,impression,1673977707,53.182,-0.617
3dab74da-2ed7-4732-9df4-66bf8609c55d,impression,1673975136,53.357936,-1.433
3cd08cdc-dfb2-4f77-8f6b-ee1925d8b5f7,impression,1674705327,54.749,-2.008
2c3896f9-f614-49d3-83f9-443b387f4cc0,impression,1673701765,52.29789,-1.941
dea089ef-a0e4-4485-af22-81efef673889,impression,1674767448,53.528671,-2.106
d86710a9-8dc0-464a-bd39-a18af54d4811,impression,1673377340,53.740005,-2.634
e62494ef-acdb-438e-b368-23232f7f4671,impression,1674880191,55.127862,-6.666
0c1552e7-deb0-45e1-b85c-eadbc4226cc0,impression,1672707777,52.605034,0.8723
5cd6b7e9-a56d-495f-a422-2eea6cf7989b,impression,1673542030,53.759194,-0.272
d5015551-dfe0-40df-bbe7-941f29b0e9c2,impression,1674849422,53.456848,-2.748
09a65a10-406c-438e-881f-9a0852587228,impression,1674201037,53.534343,-1.377
f6690ecc-8084-487b-928b-d8be6c76486b,impression,1672712001,51.507,-0.166
85f34de9-95c4-4ecf-a267-24bce98e4354,impression,1673553812,52.813256,-1.61
f4439125-389f-4377-a321-a17dfdfc633c,impression,1674812253,52.804179,-1.567
4bedcd52-85f2-462d-9067-a019719581c2,impression,1673893886,52.459,-1.73
23615047-13d8-47db-b8be-cb60913869bf,impression,1673549553,50.880631,-2.798
57110873-1ff9-40a5-a869-53436d7d8dee,impression,1672780023,53.348773,-1.37
04470842-1cbf-4723-bea1-b9037af3cbec,impression,1673168461,50.788987,-3.194
9ea081e0-8cbd-4329-9e38-6a425ac65c52,impression,1674483450,54.89086,-1.545
6e7a3574-678b-4723-becc-438a1371a66d,impression,1675112495,51.178272,-0.156
907743ac-e982-4b52-ad8f-f1c834178271,impression,1674415249,52.447873,-3.541
63b7a455-f4bc-41fc-88b8-3634fa3a1105,impression,1673593374,51.598,0.2306
86154a1b-dfe6-4428-8c49-02e2a2b45b67,impression,1673316886,51.653594,0.0016
6ec8256a-1b20-4872-8a8d-d2bdbf69d4eb,impression,1673327581,52.43655,-2.0
d0ba44ba-b2b0-40fa-b2f7-eb69d627b50f,impression,1673512010,57.189346,-2.117
2a8c2c3c-6300-42c0-b6bd-457cae987943,impression,1674577342,52.383385,-1.532
ffc56a6f-bae4-4e98-a5aa-b6ab7a4dfea0,impression,1674800285,51.474239,-2.549
9dfefdc6-6949-49e9-811b-25452086cf0d,impression,1674721869,52.546561,-2.041
9f7dfa52-dc2a-439f-835b-14fe79b2500d,impression,1673448069,53.729523,-2.543
36dddf28-fea8-475a-96ca-2df49567998b,impression,1674621266,51.7462,-2.212
a2df4ad9-5766-4d5a-9eb6-f07800070873,impression,1673002846,53.386746,-0.195
0c3d370d-c199-4bd2-9896-010ab39b77b6,impression,1673045616,51.239756,-1.13
e2169db7-ceb1-4021-9b47-251a63e29111,impression,1674469060,56.129546,-3.829
e1ada70e-44ba-473a-9706-972ee19b53ac,impression,1674299012,53.686015,-1.322
74845c7b-1e0d-44f9-8d3d-cef54fb3b739,impression,1673618598,53.95833,-1.113
f585c788-b50a-46ab-8db1-c2580af7cf59,impression,1674158872,54.762881,-3.379
51d16505-201f-415c-b1ad-d62dbab844d2,impression,1674086161,52.861873,-1.138
ca16c780-e200-4957-97e3-0015de8149f9,impression,1674395847,51.382049,-2.358
32c9b2c9-8e38-4b97-a869-5dd671ae1565,impression,1673303005,52.121091,0.3876
30f125de-9347-4570-98f5-d92b3dea43f3,impression,1673047396,53.493564,-1.339
f13c926b-7d27-4767-8ced-b4d96b96163e,impression,1673992123,54.99244,-1.43
9c05e25f-8343-4ceb-aad6-084f434a2fd1,impression,1673282080,50.800552,-0.039
989db019-9e2f-420a-915f-37e3e0bdc498,impression,1672898420,55.8605,-4.252
cb7bcd16-e27d-4209-83bd-6e314c81fe74,impression,1672873694,50.826,-3.424
d923109c-1408-4718-8960-078e48efde60,impression,1672660081,51.553445,0.0246
6b9bbd64-3438-4e07-b23e-a02c888ee871,impression,1675061832,51.320218,-0.277
8713168e-d530-4c1e-8c75-45c649053c97,impression,1672857658,53.273068,-1.641
9fe10c3e-3b56-44bf-bac2-a85ea0beef35,impression,1673675378,51.63948,-0.474
422dc07f-e90c-4515-a9a3-28f912a46839,impression,1674759242,53.565136,-0.099
ff16c568-5e88-45ed-9893-851365fc553f,impression,1672826648,51.249505,-0.065
230cbbb6-25ab-417a-a464-22855833b5ab,impression,1673925213,52.767705,-2.799
e026cbf5-94d1-4365-853b-ae98975094c1,impression,1672673833,51.465974,-0.171
6aa23648-419b-4917-be8b-55d2829a3c34,impression,1674805029,51.11,1.094
d4dde416-7e1e-420f-a6fc-24b38a4d6d97,impression,1673543699,51.60146,-0.032
1e256307-7dd3-42d0-99cf-7684259015d6,impression,1673996678,51.786255,-0.083
c50121bc-1777-4427-b11a-472dddc81e05,impression,1674064575,53.558617,-2.457
e3806dde-fde1-4754-90bb-1843015db690,impression,1674170039,53.7754,-0.988
7a1d3fb4-0473-48e6-83a3-65f56da82978,impression,1675078359,54.68161,-1.22
e6cfc265-abc5-4675-bc41-feb6b8ced45c,impression,1673792292,53.706663,-1.913
2a3b21ae-d688-4f87-9655-d250bd8ff037,impression,1675029576,54.0,-5.0
06ade48c-cec9-49a7-8696-4f4d0d05fb98,impression,1674192788,52.784,-1.236
4094c097-5ed3-4a3e-ba51-91ce9f933d40,impression,1674589361,51.367325,-2.142
7a7b9750-e7a1-43aa-9cd3-c3b4fe71529a,impression,1674342444,53.213,-0.549
80312c87-ad51-4402-af61-cb4d6192bb18,impression,1674644806,50.749124,-1.791
901024b1-0768-430e-8c16-f553aae1e705,impression,1672774303,52.402395,-1.95
ff6d7efb-2e0c-46c0-ad44-3833f1f9c0d2,impression,1673444220,51.232009,0.4988
2c99e95f-c9c1-4a3f-8d15-315641d84c2c,impression,1673556509,54.49279,-1.355
1076d129-094b-484d-b5b7-1a03d1d5c597,impression,1674660002,51.403901,-0.205
8dd51ffc-5b8c-4d8f-8c0c-7f3c67e9cc84,impression,1674410219,53.512039,-2.243
078fee40-538f-4c8e-90f1-18dc8e1adb58,impression,1674530245,54.491781,-3.586
4b7dc377-067d-43ef-ae46-abdbad3cc2ee,impression,1674106417,53.808136,-1.644
4b4c580a-ad56-4255-ac85-5aa104eaa7a0,impression,1673221955,50.7,-1.044
d5a8fecb-3955-4e3e-a11e-b811401bdf8d,impression,1674124568,50.796557,-3.899
853265e4-2087-4875-a695-4255c58405b2,impression,1672913056,50.880857,-0.086
9ffd40dd-f07f-4b73-bf66-2012302cdc75,impression,1673980089,56.01702,-3.609
0a78ae9f-e3de-4dc7-9a9e-cda64d54fa1b,impression,1674831136,51.276829,1.0804
007f7379-a8ba-41ab-ac66-44c86fa8cf3d,impression,1674179871,51.822527,-2.715
aab9c1a5-53a5-42e4-b125-13605d5f5daa,impression,1673130549,52.76486,-1.939
95b04bbe-a8a5-4748-bb67-0581ddc45701,impression,1672961080,50.385104,-4.176
adc5471d-2019-407c-b757-1cbcf00d5f4f,impression,1673133299,52.571462,-2.087
90459ea7-ef71-468e-94e9-d1cb2880d6e7,impression,1673517959,51.356317,-0.156
75308b43-8a8a-4c44-9299-2f5a74f886f3,impression,1673113065,53.24587,-3.137
721b0049-e680-4bd4-ba13-26ac2595039f,impression,1672830769,57.1497,-2.173
d186f349-7d9a-4e90-8f8a-b327cf411b72,impression,1674985836,54.138089,-0.775
53b2b743-58cb-4841-8008-8984779d9127,impression,1672694517,53.825935,-1.477
712da803-b8f6-4d43-8590-adb29fd9c9e9,impression,1672976679,53.520499,-2.279
40ac0509-87b5-403e-aff0-2445f62ae46f,impression,1672717750,51.034101,-3.087
dfe870f5-ed5d-4ff7-a314-8d96c87223df,impression,1673586708,53.029956,-1.451
e3976d61-d92e-46ff-bf41-8db48252923d,impression,1673787250,50.564879,-2.444
2c5fd3e6-a674-4cf5-afdf-62730effec9c,impression,1674976753,54.705,-3.493
5de87668-1a0f-47c8-965c-21e578433516,impression,1674678267,55.85702,-4.585
c947c4cc-0518-4324-a71d-83ea79014029,impression,1673894589,51.773061,-2.372
8bc47821-a8c6-4e8e-b016-b07939ddd3b7,impression,1672543253,53.79739,-1.591
918ba25e-f82a-4c6f-b3d9-fbdb6485ee2d,impression,1673964871,50.11692,-5.538
77df37e9-318c-4097-81b1-bb815747da1a,impression,1672697890,50.732404,-1.79
6d39d0c4-2f4b-4210-b209-3a08a3c835a0,impression,1674392040,51.0,-0.0
